0.44,-0.11,1.44,0.32,-0.2,1.18,0.59,-0.13,1.01,0.86,-0.14,0.77,0,0.76,-0.07,0.78,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.49,-0.13,1.42,0.52,-0.2,1.15,0.62,-0.16,1.01,0.86,-0.14,0.77,0,0.76,-0.07,0.78,1,0.64,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.19,0.77,0
0.56,-0.14,1.4,0.64,-0.17,1.11,0.77,-0.14,0.88,0.86,-0.14,0.79,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.48,-0.15,1.43,0.51,-0.21,1.14,0.46,-0.18,0.94,0.81,-0.12,1.03,0,0.76,-0.07,0.78,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.46,-0.14,1.42,0.38,-0.24,1.18,0.48,-0.19,1.12,0.72,-0.07,1.23,0,0.76,-0.07,0.78,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.47,-0.14,1.43,0.38,-0.24,1.18,0.48,-0.14,1.19,0.72,-0.07,1.23,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.45,-0.13,1.43,0.38,-0.24,1.18,0.49,-0.13,1.2,0.73,-0.07,1.23,0,0.76,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.77,1,0.84,0.18,0.77,0
0.45,-0.13,1.43,0.38,-0.24,1.18,0.49,-0.13,1.19,0.73,-0.07,1.25,0,0.76,-0.07,0.78,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.47,-0.13,1.42,0.35,-0.23,1.16,0.46,-0.15,1.18,0.74,-0.06,1.23,0,0.76,-0.07,0.78,1,0.64,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.18,0.77,0
0.46,-0.13,1.43,0.37,-0.22,1.16,0.45,-0.14,1.18,0.75,-0.06,1.22,0,0.75,-0.07,0.78,1,0.65,0.01,0.78,1,0.74,0.11,0.78,1,0.83,0.19,0.77,0
0.47,-0.13,1.43,0.42,-0.22,1.15,0.49,-0.14,1.17,0.73,-0.06,1.24,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.77,1,0.83,0.18,0.77,0
0.47,-0.13,1.43,0.31,-0.24,1.17,0.47,-0.14,1.17,0.71,-0.07,1.27,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.74,0.11,0.78,1,0.83,0.19,0.77,0
0.47,-0.13,1.42,0.29,-0.23,1.17,0.47,-0.14,1.18,0.74,-0.08,1.28,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.77,1,0.83,0.19,0.77,0
0.46,-0.13,1.43,0.28,-0.23,1.16,0.48,-0.14,1.18,0.78,-0.07,1.25,0,0.75,-0.07,0.78,1,0.64,0.01,0.78,1,0.73,0.11,0.78,1,0.83,0.19,0.77,0
0.47,-0.12,1.42,0.38,-0.24,1.18,0.5,-0.14,1.18,0.75,-0.07,1.25,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
0.47,-0.12,1.43,0.32,-0.22,1.16,0.52,-0.13,1.18,0.74,-0.06,1.27,0,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.1,0.77,1,0.84,0.18,0.77,0
0.48,-0.12,1.42,0.42,-0.21,1.15,0.49,-0.12,1.19,0.65,0.05,1.25,0,0.74,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.77,1,0.85,0.18,0.77,0
0.5,-0.1,1.43,0.43,-0.14,1.16,0.36,0.15,1.12,0.45,0.55,1.1,0,0.74,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
0.53,-0.03,1.43,0.54,0.14,1.19,0.47,0.39,1.02,-1,-1,-1,-1,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
0.47,-0.06,1.45,0.51,-0.03,1.15,0.3,0.25,1.11,-1,-1,-1,-1,0.74,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
0.43,-0.12,1.43,0.3,-0.24,1.19,0.64,-0.1,1.09,-1,-1,-1,-1,0.75,-0.07,0.77,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
0.5,-0.13,1.41,0.52,-0.19,1.13,0.6,-0.12,1,-1,-1,-1,-1,0.76,-0.07,0.78,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
0.47,-0.13,1.42,0.42,-0.19,1.13,0.48,-0.11,0.94,-1,-1,-1,-1,0.74,-0.07,1.13,1,0.65,0.01,0.78,1,0.73,0.11,0.77,1,0.84,0.18,0.77,0
0.45,-0.13,1.43,0.3,-0.23,1.17,0.43,-0.14,1.19,-1,-1,-1,-1,0.71,-0.06,1.24,1,0.65,0.01,0.78,1,0.73,0.11,0.77,1,0.83,0.19,0.77,0
0.45,-0.12,1.43,0.3,-0.23,1.17,0.42,-0.14,1.21,-1,-1,-1,-1,0.71,-0.07,1.27,1,0.65,0.01,0.78,1,0.73,0.11,0.78,1,0.84,0.18,0.77,0
